project_id,project_name,project_text,explicit_skills,extracted_skills,required_skills,required_skill_count
proj_0233,Autonomous Networking Navigation System,Autonomous Networking Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Networking and sensor fusion.. Role: Robotics Engineer.,"[""Cloud Computing"", ""Networking"", ""React""]","[""Networking"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion""]","[""Cloud Computing"", ""Networking"", ""Obstacle Avoidance"", ""Path Planning"", ""React"", ""Robotics Engineer"", ""Sensor Fusion""]",7
proj_0234,Autonomous Keras Navigation System,Autonomous Keras Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Keras and sensor fusion.. Role: Robotics Engineer.,"[""Communication"", ""Keras"", ""TensorFlow"", ""Vector Databases""]","[""Keras"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion""]","[""Communication"", ""Keras"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion"", ""TensorFlow"", ""Vector Databases""]",8
proj_0235,IoT-Based FinTech Monitoring Mesh,IoT-Based FinTech Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time FinTech data analysis.. Role: Embedded Systems Developer.,"[""Docker"", ""FastAPI"", ""Linux"", ""REST API"", ""Team Leadership""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Data Analysis"", ""Docker"", ""Embedded Systems"", ""Embedded Systems Developer"", ""FastAPI"", ""IoT"", ""Linux"", ""REST API"", ""Sensors"", ""Team Leadership"", ""Telemetry""]",11
proj_0236,Bio-Inspired Civil Diagnostic Pipeline,Bio-Inspired Civil Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Sensors for medical diagnostics.. Role: Data Analyst.,"[""Control Theory"", ""Python"", ""Rapid Prototyping"", ""Sensors""]","[""Genomics"", ""Sensors""]","[""Control Theory"", ""Genomics"", ""Python"", ""Rapid Prototyping"", ""Sensors""]",5
proj_0237,Precision Healthcare Simulation Suite,Precision Healthcare Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Polymer Chemistry.. Role: CAD/CAE Engineer.,"[""Polymer Chemistry"", ""Reaction Engineering"", ""Team Leadership""]","[""Polymer Chemistry""]","[""Polymer Chemistry"", ""Reaction Engineering"", ""Team Leadership""]",3
proj_0238,IoT-Based Healthcare Monitoring Mesh,IoT-Based Healthcare Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Healthcare data analysis.. Role: IoT Specialist.,"[""Big Data"", ""Pandas"", ""Power BI"", ""Python""]","[""Data Analysis"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Big Data"", ""Data Analysis"", ""IoT"", ""Pandas"", ""Power BI"", ""Python"", ""Sensors"", ""Telemetry""]",8
proj_0239,IoT-Based Robotics Monitoring Mesh,IoT-Based Robotics Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Robotics data analysis.. Role: Embedded Systems Developer.,"[""CI/CD"", ""Communication"", ""Linux"", ""Microservices"", ""REST API""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""CI/CD"", ""Communication"", ""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Linux"", ""Microservices"", ""REST API"", ""Sensors"", ""Telemetry""]",11
proj_0240,AI-Driven Mechanical Predictive Analytics Engine,AI-Driven Mechanical Predictive Analytics Engine. Machine learning pipeline leveraging Linux for anomaly detection and forecasting in Mechanical.. Role: ML Engineer.,"[""Communication"", ""Linux"", ""Microservices"", ""REST API""]","[""Linux""]","[""Communication"", ""Linux"", ""Microservices"", ""REST API""]",4
proj_0241,Autonomous PCB Design Navigation System,Autonomous PCB Design Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing PCB Design and sensor fusion.. Role: Robotics Engineer.,"[""Hydraulics"", ""PCB Design"", ""PLC"", ""Sensors"", ""SolidWorks""]","[""Obstacle Avoidance"", ""PCB Design"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion""]","[""Hydraulics"", ""Obstacle Avoidance"", ""PCB Design"", ""PLC"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion"", ""Sensors"", ""SolidWorks""]",9
proj_0242,Cloud-Native AgriTech Security Shield,Cloud-Native AgriTech Security Shield. Zero-trust security monitoring and intrusion detection system using TypeScript.. Role: DevOps Engineer.,"[""FastAPI"", ""Redis"", ""Rust"", ""TypeScript""]","[""AgriTech"", ""DevOps"", ""DevOps Engineer"", ""TypeScript""]","[""AgriTech"", ""DevOps"", ""DevOps Engineer"", ""FastAPI"", ""Redis"", ""Rust"", ""TypeScript""]",7
proj_0243,AI-Driven Web Predictive Analytics Engine,AI-Driven Web Predictive Analytics Engine. Machine learning pipeline leveraging Textile Science for anomaly detection and forecasting in Web.. Role: Data Scientist.,"[""CAD Fashion"", ""Merchandising"", ""Textile Science""]","[""Data Scientist"", ""Textile Science""]","[""CAD Fashion"", ""Data Scientist"", ""Merchandising"", ""Textile Science""]",4
proj_0244,Precision AgriTech Simulation Suite,Precision AgriTech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with NumPy.. Role: Simulation Specialist.,"[""Data Analysis"", ""NumPy"", ""PyTorch""]","[""AgriTech"", ""NumPy""]","[""AgriTech"", ""Data Analysis"", ""NumPy"", ""PyTorch""]",4
proj_0245,AI-Driven FinTech Predictive Analytics Engine,AI-Driven FinTech Predictive Analytics Engine. Machine learning pipeline leveraging Arduino for anomaly detection and forecasting in FinTech.. Role: ML Engineer.,"[""Arduino"", ""DCS"", ""SCADA""]","[""Arduino""]","[""Arduino"", ""DCS"", ""SCADA""]",3
proj_0246,Autonomous SolidWorks Navigation System,Autonomous SolidWorks Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing SolidWorks and sensor fusion.. Role: Robotics Engineer.,"[""CFD"", ""GD&T"", ""Problem Solving"", ""SolidWorks""]","[""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion"", ""SolidWorks""]","[""CFD"", ""GD&T"", ""Obstacle Avoidance"", ""Path Planning"", ""Problem Solving"", ""Robotics Engineer"", ""Sensor Fusion"", ""SolidWorks""]",8
proj_0247,Decentralized Hydrology Smart Platform,Decentralized Hydrology Smart Platform. High-throughput microservices architecture powered by Hydrology for scalable transaction processing.. Role: Full Stack Developer.,"[""AutoCAD"", ""BIM"", ""Hydrology"", ""Primavera""]","[""Full Stack Developer"", ""Hydrology"", ""Microservices""]","[""AutoCAD"", ""BIM"", ""Full Stack Developer"", ""Hydrology"", ""Microservices"", ""Primavera""]",6
proj_0248,Precision AgriTech Simulation Suite,Precision AgriTech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Hydrology.. Role: CAD/CAE Engineer.,"[""AutoCAD"", ""Hydrology"", ""Problem Solving"", ""SAP2000""]","[""AgriTech"", ""Hydrology""]","[""AgriTech"", ""AutoCAD"", ""Hydrology"", ""Problem Solving"", ""SAP2000""]",5
proj_0249,Autonomous SAP2000 Navigation System,Autonomous SAP2000 Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing SAP2000 and sensor fusion.. Role: Robotics Engineer.,"[""AutoCAD"", ""Primavera"", ""SAP2000""]","[""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""SAP2000"", ""Sensor Fusion""]","[""AutoCAD"", ""Obstacle Avoidance"", ""Path Planning"", ""Primavera"", ""Robotics Engineer"", ""SAP2000"", ""Sensor Fusion""]",7
proj_0250,NextGen Product Mobile Assistant,NextGen Product Mobile Assistant. Cross-platform mobile application built using Primavera to streamline workflow management in Product.. Role: Mobile Developer.,"[""Primavera"", ""STAAD Pro"", ""Structural Analysis""]","[""Mobile Developer"", ""Primavera""]","[""Mobile Developer"", ""Primavera"", ""STAAD Pro"", ""Structural Analysis""]",4
proj_0251,Precision Design Simulation Suite,Precision Design Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Autonomous Navigation.. Role: CAD/CAE Engineer.,"[""Autonomous Navigation"", ""Gazebo"", ""OpenCV"", ""SLAM""]","[""Autonomous Navigation""]","[""Autonomous Navigation"", ""Gazebo"", ""OpenCV"", ""SLAM""]",4
proj_0252,Precision Biotech Simulation Suite,Precision Biotech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with CHEMCAD.. Role: CAD/CAE Engineer.,"[""CHEMCAD"", ""Git"", ""Heat Transfer"", ""Mass Transfer""]","[""CHEMCAD""]","[""CHEMCAD"", ""Git"", ""Heat Transfer"", ""Mass Transfer""]",4
proj_0253,NextGen FinTech Mobile Assistant,NextGen FinTech Mobile Assistant. Cross-platform mobile application built using ROS2 to streamline workflow management in FinTech.. Role: Mobile Developer.,"[""Pneumatics"", ""Python"", ""ROS"", ""ROS2""]","[""Mobile Developer"", ""ROS2""]","[""Mobile Developer"", ""Pneumatics"", ""Python"", ""ROS"", ""ROS2""]",5
proj_0254,Bio-Inspired Cloud Diagnostic Pipeline,Bio-Inspired Cloud Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging ROS for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Pneumatics"", ""Python"", ""ROS""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""ROS""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""Pneumatics"", ""Python"", ""ROS""]",6
proj_0255,Precision Cloud Simulation Suite,Precision Cloud Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Java.. Role: Simulation Specialist.,"[""Cloud Computing"", ""Java"", ""React""]","[""Java""]","[""Cloud Computing"", ""Java"", ""React""]",3
proj_0256,AI-Driven Cloud Predictive Analytics Engine,AI-Driven Cloud Predictive Analytics Engine. Machine learning pipeline leveraging Control Theory for anomaly detection and forecasting in Cloud.. Role: Data Scientist.,"[""Control Theory"", ""Kinematics"", ""Microcontrollers"", ""Rapid Prototyping"", ""Sensors""]","[""Control Theory"", ""Data Scientist""]","[""Control Theory"", ""Data Scientist"", ""Kinematics"", ""Microcontrollers"", ""Rapid Prototyping"", ""Sensors""]",6
proj_0257,Autonomous Adobe Illustrator Navigation System,Autonomous Adobe Illustrator Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Adobe Illustrator and sensor fusion.. Role: AI Developer.,"[""Adobe Illustrator"", ""CAD Fashion"", ""Garment Manufacturing"", ""Merchandising"", ""Team Leadership""]","[""Adobe Illustrator"", ""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion""]","[""Adobe Illustrator"", ""CAD Fashion"", ""Garment Manufacturing"", ""Merchandising"", ""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion"", ""Team Leadership""]",8
proj_0258,Bio-Inspired IoT Diagnostic Pipeline,Bio-Inspired IoT Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging CI/CD for medical diagnostics.. Role: Data Analyst.,"[""CI/CD"", ""Docker"", ""React"", ""Redis""]","[""CI/CD"", ""Genomics"", ""IoT""]","[""CI/CD"", ""Docker"", ""Genomics"", ""IoT"", ""React"", ""Redis""]",6
proj_0259,Decentralized Product Management Smart Platform,Decentralized Product Management Smart Platform. High-throughput microservices architecture powered by Product Management for scalable transaction processing.. Role: Full Stack Developer.,"[""Data Analytics"", ""Pitching"", ""Product Management"", ""Strategic Planning""]","[""Full Stack Developer"", ""Microservices"", ""Product Management""]","[""Data Analytics"", ""Full Stack Developer"", ""Microservices"", ""Pitching"", ""Product Management"", ""Strategic Planning""]",6
proj_0260,IoT-Based IoT Monitoring Mesh,IoT-Based IoT Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time IoT data analysis.. Role: Embedded Systems Developer.,"[""C++"", ""Embedded C"", ""Git"", ""KiCAD""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""C++"", ""Data Analysis"", ""Embedded C"", ""Embedded Systems"", ""Embedded Systems Developer"", ""Git"", ""IoT"", ""KiCAD"", ""Sensors"", ""Telemetry""]",10
proj_0261,Bio-Inspired IoT Diagnostic Pipeline,Bio-Inspired IoT Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging KiCAD for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Arduino"", ""IoT"", ""KiCAD"", ""Rapid Prototyping""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""IoT"", ""KiCAD""]","[""Arduino"", ""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics"", ""IoT"", ""KiCAD"", ""Rapid Prototyping""]",7
proj_0262,Bio-Inspired Cybersecurity Diagnostic Pipeline,Bio-Inspired Cybersecurity Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Pitching for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Git"", ""Pitching""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Cybersecurity"", ""Genomics"", ""Pitching""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Cybersecurity"", ""Genomics"", ""Git"", ""Pitching""]",6
proj_0263,Decentralized Biomedical Signal Processing Smart Platform,Decentralized Biomedical Signal Processing Smart Platform. High-throughput microservices architecture powered by Biomedical Signal Processing for scalable transaction processing.. Role: Backend Engineer.,"[""Biomedical Signal Processing"", ""LabVIEW"", ""Problem Solving""]","[""Backend Engineer"", ""Biomedical Signal Processing"", ""Microservices"", ""Signal Processing""]","[""Backend Engineer"", ""Biomedical Signal Processing"", ""LabVIEW"", ""Microservices"", ""Problem Solving"", ""Signal Processing""]",6
proj_0264,AI-Driven Mechanical Predictive Analytics Engine,AI-Driven Mechanical Predictive Analytics Engine. Machine learning pipeline leveraging MLOps for anomaly detection and forecasting in Mechanical.. Role: ML Engineer.,"[""Git"", ""MLOps"", ""PyTorch"", ""Scikit-Learn"", ""TensorFlow""]","[""MLOps""]","[""Git"", ""MLOps"", ""PyTorch"", ""Scikit-Learn"", ""TensorFlow""]",5
proj_0265,NextGen Design Mobile Assistant,NextGen Design Mobile Assistant. Cross-platform mobile application built using Precision Agriculture to streamline workflow management in Design.. Role: UI/UX Designer.,"[""AutoCAD"", ""GIS"", ""Precision Agriculture""]","[""Precision Agriculture"", ""UI/UX Designer""]","[""AutoCAD"", ""GIS"", ""Precision Agriculture"", ""UI/UX Designer""]",4
proj_0266,AI-Driven Design Predictive Analytics Engine,AI-Driven Design Predictive Analytics Engine. Machine learning pipeline leveraging Biomedical Signal Processing for anomaly detection and forecasting in Design.. Role: Data Scientist.,"[""Arduino"", ""Bioinstrumentation"", ""Biomedical Signal Processing"", ""Sensor Design""]","[""Biomedical Signal Processing"", ""Data Scientist"", ""Signal Processing""]","[""Arduino"", ""Bioinstrumentation"", ""Biomedical Signal Processing"", ""Data Scientist"", ""Sensor Design"", ""Signal Processing""]",6
proj_0267,Decentralized Control Systems Smart Platform,Decentralized Control Systems Smart Platform. High-throughput microservices architecture powered by Control Systems for scalable transaction processing.. Role: Backend Engineer.,"[""Communication"", ""Control Systems"", ""IoT Sensors"", ""Rapid Prototyping""]","[""Backend Engineer"", ""Control Systems"", ""Microservices""]","[""Backend Engineer"", ""Communication"", ""Control Systems"", ""IoT Sensors"", ""Microservices"", ""Rapid Prototyping""]",6
proj_0268,Cloud-Native IoT Security Shield,Cloud-Native IoT Security Shield. Zero-trust security monitoring and intrusion detection system using Microcontrollers.. Role: Cybersecurity Analyst.,"[""IoT Sensors"", ""Microcontrollers"", ""Rapid Prototyping"", ""SCADA""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""IoT"", ""Microcontrollers""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""IoT"", ""IoT Sensors"", ""Microcontrollers"", ""Rapid Prototyping"", ""SCADA""]",7
proj_0269,AI-Driven Logistics Predictive Analytics Engine,AI-Driven Logistics Predictive Analytics Engine. Machine learning pipeline leveraging Hadoop for anomaly detection and forecasting in Logistics.. Role: Data Scientist.,"[""Big Data"", ""Hadoop"", ""Python"", ""Spark""]","[""Data Scientist"", ""Hadoop""]","[""Big Data"", ""Data Scientist"", ""Hadoop"", ""Python"", ""Spark""]",5
proj_0270,Precision Web Simulation Suite,Precision Web Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Pandas.. Role: Simulation Specialist.,"[""Big Data"", ""Data Visualization"", ""Hadoop"", ""Pandas""]","[""Pandas""]","[""Big Data"", ""Data Visualization"", ""Hadoop"", ""Pandas""]",4
proj_0271,IoT-Based Mobile Monitoring Mesh,IoT-Based Mobile Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Mobile data analysis.. Role: IoT Specialist.,"[""Agile/Scrum"", ""Team Leadership""]","[""Data Analysis"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Agile/Scrum"", ""Data Analysis"", ""IoT"", ""Sensors"", ""Team Leadership"", ""Telemetry""]",6
proj_0272,Precision Cloud Simulation Suite,Precision Cloud Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with LabVIEW.. Role: Simulation Specialist.,"[""Communication"", ""LabVIEW"", ""Proteus""]","[""LabVIEW""]","[""Communication"", ""LabVIEW"", ""Proteus""]",3
proj_0273,Precision Logistics Simulation Suite,Precision Logistics Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with CRISPR Design.. Role: CAD/CAE Engineer.,"[""CRISPR Design"", ""Git"", ""R""]","[""CRISPR"", ""CRISPR Design""]","[""CRISPR"", ""CRISPR Design"", ""Git"", ""R""]",4
proj_0274,Precision Product Simulation Suite,Precision Product Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with CHEMCAD.. Role: CAD/CAE Engineer.,"[""CHEMCAD"", ""Mass Transfer"", ""Polymer Chemistry""]","[""CHEMCAD""]","[""CHEMCAD"", ""Mass Transfer"", ""Polymer Chemistry""]",3
proj_0275,AI-Driven Product Predictive Analytics Engine,AI-Driven Product Predictive Analytics Engine. Machine learning pipeline leveraging Process Control for anomaly detection and forecasting in Product.. Role: Data Scientist.,"[""LabVIEW"", ""Process Control"", ""Rapid Prototyping""]","[""Data Scientist"", ""Process Control""]","[""Data Scientist"", ""LabVIEW"", ""Process Control"", ""Rapid Prototyping""]",4
proj_0276,AI-Driven Biotech Predictive Analytics Engine,AI-Driven Biotech Predictive Analytics Engine. Machine learning pipeline leveraging Power Systems for anomaly detection and forecasting in Biotech.. Role: ML Engineer.,"[""Control Systems"", ""LabVIEW"", ""Power Systems""]","[""Power Systems""]","[""Control Systems"", ""LabVIEW"", ""Power Systems""]",3
proj_0277,Bio-Inspired Biotech Diagnostic Pipeline,Bio-Inspired Biotech Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Firebase for medical diagnostics.. Role: Bioinformatics Specialist.,"[""Firebase"", ""Git"", ""MySQL"", ""Vue.js""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Firebase"", ""Genomics""]","[""Bioinformatics"", ""Bioinformatics Specialist"", ""Firebase"", ""Genomics"", ""Git"", ""MySQL"", ""Vue.js""]",7
proj_0278,NextGen Aerospace Mobile Assistant,NextGen Aerospace Mobile Assistant. Cross-platform mobile application built using Python to streamline workflow management in Aerospace.. Role: UI/UX Designer.,"[""Ergonomics"", ""Lean Manufacturing"", ""Python"", ""Supply Chain""]","[""Python"", ""UI/UX Designer""]","[""Ergonomics"", ""Lean Manufacturing"", ""Python"", ""Supply Chain"", ""UI/UX Designer""]",5
proj_0279,Decentralized LabVIEW Smart Platform,Decentralized LabVIEW Smart Platform. High-throughput microservices architecture powered by LabVIEW for scalable transaction processing.. Role: Backend Engineer.,"[""LabVIEW"", ""MATLAB"", ""Presentation""]","[""Backend Engineer"", ""LabVIEW"", ""Microservices""]","[""Backend Engineer"", ""LabVIEW"", ""MATLAB"", ""Microservices"", ""Presentation""]",5
proj_0280,IoT-Based Civil Monitoring Mesh,IoT-Based Civil Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Civil data analysis.. Role: Embedded Systems Developer.,"[""NLP"", ""PyTorch"", ""Rapid Prototyping"", ""TensorFlow""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""NLP"", ""PyTorch"", ""Rapid Prototyping"", ""Sensors"", ""Telemetry"", ""TensorFlow""]",10
proj_0281,AI-Driven EdTech Predictive Analytics Engine,AI-Driven EdTech Predictive Analytics Engine. Machine learning pipeline leveraging PLC for anomaly detection and forecasting in EdTech.. Role: ML Engineer.,"[""DCS"", ""PLC"", ""Process Control""]","[""PLC""]","[""DCS"", ""PLC"", ""Process Control""]",3
proj_0282,Bio-Inspired FinTech Diagnostic Pipeline,Bio-Inspired FinTech Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging LangChain for medical diagnostics.. Role: Data Analyst.,"[""Communication"", ""LangChain"", ""Prompt Engineering""]","[""Genomics"", ""LangChain""]","[""Communication"", ""Genomics"", ""LangChain"", ""Prompt Engineering""]",4
proj_0283,Decentralized SQL Smart Platform,Decentralized SQL Smart Platform. High-throughput microservices architecture powered by SQL for scalable transaction processing.. Role: Full Stack Developer.,"[""SQL"", ""Tableau""]","[""Full Stack Developer"", ""Microservices"", ""SQL""]","[""Full Stack Developer"", ""Microservices"", ""SQL"", ""Tableau""]",4
proj_0284,IoT-Based Robotics Monitoring Mesh,IoT-Based Robotics Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Robotics data analysis.. Role: Embedded Systems Developer.,"[""Express.js"", ""MongoDB"", ""Networking""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""Express.js"", ""IoT"", ""MongoDB"", ""Networking"", ""Sensors"", ""Telemetry""]",9
proj_0285,Autonomous AutoCAD Navigation System,Autonomous AutoCAD Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing AutoCAD and sensor fusion.. Role: AI Developer.,"[""AutoCAD"", ""Hydrology"", ""Precision Agriculture"", ""Python"", ""Team Leadership""]","[""AutoCAD"", ""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion""]","[""AutoCAD"", ""Hydrology"", ""Obstacle Avoidance"", ""Path Planning"", ""Precision Agriculture"", ""Python"", ""Sensor Fusion"", ""Team Leadership""]",8
proj_0286,AI-Driven Aerospace Predictive Analytics Engine,AI-Driven Aerospace Predictive Analytics Engine. Machine learning pipeline leveraging AutoCAD for anomaly detection and forecasting in Aerospace.. Role: Data Scientist.,"[""AutoCAD"", ""Hydrology"", ""Precision Agriculture"", ""Team Leadership""]","[""AutoCAD"", ""Data Scientist""]","[""AutoCAD"", ""Data Scientist"", ""Hydrology"", ""Precision Agriculture"", ""Team Leadership""]",5
proj_0287,Autonomous CAD Fashion Navigation System,Autonomous CAD Fashion Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing CAD Fashion and sensor fusion.. Role: Robotics Engineer.,"[""Adobe Illustrator"", ""CAD Fashion"", ""Git""]","[""CAD Fashion"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion""]","[""Adobe Illustrator"", ""CAD Fashion"", ""Git"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion""]",7
proj_0288,AI-Driven Civil Predictive Analytics Engine,AI-Driven Civil Predictive Analytics Engine. Machine learning pipeline leveraging CAD Fashion for anomaly detection and forecasting in Civil.. Role: ML Engineer.,"[""CAD Fashion"", ""Git"", ""Merchandising"", ""Pattern Making""]","[""CAD Fashion""]","[""CAD Fashion"", ""Git"", ""Merchandising"", ""Pattern Making""]",4
proj_0289,Cloud-Native Product Security Shield,Cloud-Native Product Security Shield. Zero-trust security monitoring and intrusion detection system using Data Visualization.. Role: Cybersecurity Analyst.,"[""Data Visualization"", ""R"", ""Spark""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Data Visualization""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Data Visualization"", ""R"", ""Spark""]",5
proj_0290,Precision AgriTech Simulation Suite,Precision AgriTech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with GIS.. Role: CAD/CAE Engineer.,"[""GIS"", ""IoT Sensors"", ""Soil Mechanics"", ""Team Leadership""]","[""AgriTech"", ""GIS""]","[""AgriTech"", ""GIS"", ""IoT Sensors"", ""Soil Mechanics"", ""Team Leadership""]",5
proj_0291,Decentralized Cryptography Smart Platform,Decentralized Cryptography Smart Platform. High-throughput microservices architecture powered by Cryptography for scalable transaction processing.. Role: Backend Engineer.,"[""Burp Suite"", ""Cryptography"", ""SOC Analysis""]","[""Backend Engineer"", ""Cryptography"", ""Microservices""]","[""Backend Engineer"", ""Burp Suite"", ""Cryptography"", ""Microservices"", ""SOC Analysis""]",5
proj_0292,Cloud-Native Product Security Shield,Cloud-Native Product Security Shield. Zero-trust security monitoring and intrusion detection system using Arduino.. Role: DevOps Engineer.,"[""Arduino"", ""DCS"", ""Instrumentation"", ""PLC""]","[""Arduino"", ""DevOps"", ""DevOps Engineer""]","[""Arduino"", ""DCS"", ""DevOps"", ""DevOps Engineer"", ""Instrumentation"", ""PLC""]",6
proj_0293,Cloud-Native Aerospace Security Shield,Cloud-Native Aerospace Security Shield. Zero-trust security monitoring and intrusion detection system using Verilog.. Role: DevOps Engineer.,"[""Embedded C"", ""PCB Design"", ""RTOS"", ""Verilog""]","[""DevOps"", ""DevOps Engineer"", ""Verilog""]","[""DevOps"", ""DevOps Engineer"", ""Embedded C"", ""PCB Design"", ""RTOS"", ""Verilog""]",6
proj_0294,AI-Driven Logistics Predictive Analytics Engine,AI-Driven Logistics Predictive Analytics Engine. Machine learning pipeline leveraging Primavera for anomaly detection and forecasting in Logistics.. Role: ML Engineer.,"[""Presentation"", ""Primavera"", ""Surveying""]","[""Primavera""]","[""Presentation"", ""Primavera"", ""Surveying""]",3
proj_0295,IoT-Based Logistics Monitoring Mesh,IoT-Based Logistics Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Logistics data analysis.. Role: Embedded Systems Developer.,"[""Problem Solving"", ""Revit""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Problem Solving"", ""Revit"", ""Sensors"", ""Telemetry""]",8
proj_0296,Cloud-Native AgriTech Security Shield,Cloud-Native AgriTech Security Shield. Zero-trust security monitoring and intrusion detection system using Merchandising.. Role: DevOps Engineer.,"[""CAD Fashion"", ""Merchandising"", ""Pattern Making""]","[""AgriTech"", ""DevOps"", ""DevOps Engineer"", ""Merchandising""]","[""AgriTech"", ""CAD Fashion"", ""DevOps"", ""DevOps Engineer"", ""Merchandising"", ""Pattern Making""]",6
proj_0297,NextGen Healthcare Mobile Assistant,NextGen Healthcare Mobile Assistant. Cross-platform mobile application built using Merchandising to streamline workflow management in Healthcare.. Role: UI/UX Designer.,"[""CAD Fashion"", ""Merchandising"", ""Pattern Making""]","[""Merchandising"", ""UI/UX Designer""]","[""CAD Fashion"", ""Merchandising"", ""Pattern Making"", ""UI/UX Designer""]",4
